name,category,parent,synonyms,finding_type,finding_cluster,oifm_id
tuberculosis,lung,pulmonary_infection,TB,diagnosis,,
nontuberculous_mycobacterial_infection,lung,pulmonary_infection,Atypical mycobacterial infection,diagnosis,,
organizing_pneumonia,lung,lung_abnormality,,diagnosis,,
chronic_obstructive_pulmonary_disease,lung,lung_abnormality,COPD,diagnosis,,
hydropneumothorax,pleura,pleural_abnormality,,observation,,
multiple_myeloma,osseous,osseous_lesion,Myeloma,diagnosis,,OIFM_OIDM_048062
enchondroma,osseous,osseous_lesion,,diagnosis,,
bochdalek_hernia,diaphragm,diaphragmatic_abnormality,Bochdalek's hernia,observation,,
embolization_coil,devices,endovascular_hardware,Embolization coils,observation,device,
aortic_stent_graft,devices,endovascular_hardware,TEVAR,observation,device,
nerve_stimulator,devices,hardware,"Hypoglossal nerve stimulator,Neurostimulator device",observation,device,
ureteral_stent,devices,luminal_stent,,observation,device,
nephrostomy_tube,devices,drain,,observation,device,
endobronchial_valve,devices,airway_apparatus,Endobronchial valves,observation,device,
pleurodesis,lung,lung_postsurgical_change,Talc pleurodesis,observation,,
ileus,abdomen,abdominal_abnormality,,diagnosis,,
stool_burden,abdomen,abdominal_abnormality,Colonic stool burden,observation,,
enlargement_of_cardiomediastinal_silhouette,cardiac,cardiac_abnormality,"Enlarged cardiomediastinal silhouette,Cardiomediastinal silhouette enlargement",observation,,
pulmonary_infection,lung,lung_abnormality,,,,
rounded_opacity,lung,lung_abnormality,"Round opacity,Ovoid opacity,Oval opacity",observation,,
surgical_packing_material,devices,foreign_body,"Surgical sponge,Packing material,Laparotomy pad",observation,device,
paraesophageal_hernia,mediastinal,hiatal_hernia,,observation,,
